date_dt,city_code,district_code,dwell,flow_in,flow_out
20170610,0eaa5d2e2f5b1d9dbc70f5351ac96390,5389e134503976b280cc324b66f38aad,4.084,271.612,271.408
20170610,0ae011769ad316b0bb0aec3297f89b81,9bbf6b3432e385ca2425750214d90d87,2.16,113.124,112.924
20170610,0ae011769ad316b0bb0aec3297f89b81,d1a1265a24dbe06b8d7e95026a6f684b,0.9,36.384,35.976
20170610,88189ecd25139bf39248756732b672c6,0c43816e5bb9aebe39c75eaea3d0fc21,1.18,46.84,46.464
20170610,95c6f8337845d400bfbfd55744282d36,50aef4d7b299ab2d2603c5fc0e2b221c,0.676,26.712,26.836
20170610,95c6f8337845d400bfbfd55744282d36,43f2e9e23f2157e3b8e4ebd0d0bda570,1.372,72.936,73.352
20170610,918ad085e92781fc8a0a626ba0954cf2,93b2e1e8dcc81f3f2eb85d29caa4fb6e,0.388,17.108,17.12
20170610,fc69f34eb64da220cc406f2eff37b7fc,4b54cca9cdf9721e6e0dd043351e0911,0.56,36.356,36.444
20170610,95c6f8337845d400bfbfd55744282d36,81cce7cc849b099f9d2986d0d457f1db,0.896,40.944,40.704
20170610,88189ecd25139bf39248756732b672c6,e253d54d713b71b5ac02eef62d52a6a1,3.596,152.348,152.0
20170610,405554280de489942b8381ade6c66383,75b8379cb622d733619162ab2b65d957,0.436,28.136,27.984
20170610,b3c8b069178a302d4c82a2b8a6e933ad,3c9fb8b11206059cd97929f279ba553e,41.472,2055.076,2049.512
20170610,918ad085e92781fc8a0a626ba0954cf2,51b9fd3b45cecc9995762aebe79ad86b,0.94,47.008,46.964
20170610,7e4f50b8b3af3ec0c9ad8223d14b9a61,7671d5cc0d9c8224e2ddbc209481908d,4.132,177.18,176.428
20170610,918ad085e92781fc8a0a626ba0954cf2,7ed41ee3a505d244fc8788809d4123b6,0.632,31.812,31.696
20170610,8bae54c9c7edfa7bb84b21afba062ccc,57d7fd53b1c340684f4e030bc6f2eb73,0.664,35.78,35.656
20170610,8c1aea0122f82f9f2cd312a90e970f67,04076fd994169d704fc220617d392d1b,1.296,71.132,71.292
20170610,918ad085e92781fc8a0a626ba0954cf2,282f8c685fd1ceae6a5e71ed502929bb,0.172,6.068,6.176
20170610,8c1aea0122f82f9f2cd312a90e970f67,7f280b39e16f76ff3447e31ac9d957a8,1.66,80.628,80.248
20170610,918ad085e92781fc8a0a626ba0954cf2,20f902ca8c2d2aee96ea9da4a8830463,0.968,31.916,31.908
20170610,8c1aea0122f82f9f2cd312a90e970f67,88c7df77ff3c9064fa812384269f4f01,1.384,75.872,75.784
20170610,918ad085e92781fc8a0a626ba0954cf2,e084eeae7b64ab878a19295d107bf0b9,0.632,26.592,26.68
20170610,b3c8b069178a302d4c82a2b8a6e933ad,4a2ac004176af4f9ac5823b0206134d7,2.072,87.504,87.456
20170610,b3c8b069178a302d4c82a2b8a6e933ad,e37efe83a688ba7c989582f1bdebe286,13.44,611.208,608.916
20170610,95c6f8337845d400bfbfd55744282d36,c8315bd256bfd81f0d30036ab8e30872,2.572,137.108,136.568
20170610,405554280de489942b8381ade6c66383,764ec2c5e21312a6f39ffb49a79ce585,2.448,139.944,140.132
20170610,fc69f34eb64da220cc406f2eff37b7fc,c2c8b18b6a710dd0fb46d56732b8a3e8,0.752,35.544,35.248
20170610,8c1aea0122f82f9f2cd312a90e970f67,7d0f648c41bee96ab1a7f2df7d84904c,3.336,151.512,151.584
20170610,7fa83705d62bf66da7fe18cb44257d7f,ad60c0997faacc2ca4078e3453b08e81,8.272,572.22,570.636
20170610,0ae011769ad316b0bb0aec3297f89b81,61662c2542a64a7a3abe5ca2ea9beb4c,1.504,71.508,71.276
20170610,8bae54c9c7edfa7bb84b21afba062ccc,e3ec54d322bb97795df4920d3a2d0ceb,4.892,237.84,237.004
20170610,7fa83705d62bf66da7fe18cb44257d7f,eb532ce7b7d9578d3b08704d42a2b52e,1.944,102.184,101.532
20170610,1ac1ad6a1df647efde9facd8fec2b113,6fa3e73c1aa1a7d7a2c4dc1bf467fa92,0.804,34.032,33.9
20170610,8bae54c9c7edfa7bb84b21afba062ccc,b27bbc5718b26ff066190c23f35c9ac1,2.496,147.676,148.044
20170610,1ac1ad6a1df647efde9facd8fec2b113,8b65817c976cf31fc33bbe34e24bd3da,0.788,29.132,29.448
20170610,405554280de489942b8381ade6c66383,046865d29b26ffb532911b11b7c38bbe,1.2,63.312,63.504
20170610,0ae011769ad316b0bb0aec3297f89b81,c4cc45fe0913bb5d218f46953479b6ae,1.464,82.208,81.804
20170611,8bae54c9c7edfa7bb84b21afba062ccc,b6b1c39d95575f3efbb2301c53f3df9e,1.444,53.16,52.876
20170611,88189ecd25139bf39248756732b672c6,0c43816e5bb9aebe39c75eaea3d0fc21,1.444,52.008,51.584
20170611,fc69f34eb64da220cc406f2eff37b7fc,851a07b6806c2145b0cd355a16fd87aa,0.292,12.192,12.332
20170611,1ac1ad6a1df647efde9facd8fec2b113,37cd15d10689be032bb9fbba259dd924,1.312,51.856,51.712
20170611,8bae54c9c7edfa7bb84b21afba062ccc,23eac8fc7d691e99f5afb7e7d24ab4a0,1.304,72.78,72.524
20170611,8bae54c9c7edfa7bb84b21afba062ccc,ba8ee163d7942a412b7c7db2b22a5f38,1.896,78.48,79.76
20170611,918ad085e92781fc8a0a626ba0954cf2,697c40f0dd99a5772de6d414116fb754,0.708,29.084,29.276
20170611,918ad085e92781fc8a0a626ba0954cf2,e084eeae7b64ab878a19295d107bf0b9,0.768,29.12,28.8
20170611,fc69f34eb64da220cc406f2eff37b7fc,a31e7358e8dce4fb9ac20a3f28f0b411,2.336,117.288,117.44
20170611,7e4f50b8b3af3ec0c9ad8223d14b9a61,fe78ac219ef93590e2742e27f6d50f22,9.448,322.8,322.308
20170611,8c1aea0122f82f9f2cd312a90e970f67,31f243bf541737698943d76e2f046f74,2.716,153.116,153.28
20170611,95c6f8337845d400bfbfd55744282d36,b942ee4f7ab3e1912ecb67c3d94a817c,1.608,73.232,72.796
20170611,fc69f34eb64da220cc406f2eff37b7fc,727b0d925a45ee3206a5921395dc8b2f,0.444,16.792,16.708
20170611,8c1aea0122f82f9f2cd312a90e970f67,a5dd93121eceb9e9b65b7c4a9472d76b,0.616,30.712,30.684
20170611,88189ecd25139bf39248756732b672c6,2f18be4e7e57157fdda1823274848e85,3.588,151.056,151.136
20170611,7fa83705d62bf66da7fe18cb44257d7f,6b744bc687c1105e3da6f569bdcbb0ad,15.304,799.22,803.592
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,4334b6cfaa2eea8e091326d33a64bae6,1.9,109.512,109.524
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,230c4799da99f96569463114b85789d8,1.676,66.092,66.036
20170611,0ae011769ad316b0bb0aec3297f89b81,5ad10b226326c35e654619a16ae49a10,1.052,47.632,47.848
20170611,fc69f34eb64da220cc406f2eff37b7fc,4b54cca9cdf9721e6e0dd043351e0911,0.672,39.08,38.868
20170611,8bae54c9c7edfa7bb84b21afba062ccc,e3ec54d322bb97795df4920d3a2d0ceb,5.904,258.644,258.952
20170611,405554280de489942b8381ade6c66383,3ec3337221e13e51158cec5dd02ba601,0.392,16.816,16.792
20170611,95c6f8337845d400bfbfd55744282d36,c8315bd256bfd81f0d30036ab8e30872,2.784,151.044,150.12
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,682e446c8bd676462f051855630533f6,1.08,48.148,47.972
20170611,8c1aea0122f82f9f2cd312a90e970f67,b77fee7be3b0ead954ee9c26aca0418f,0.684,33.288,33.42
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,efc66f48467d19f282ad9199366f7546,2.508,98.86,99.668
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,f14086632a735e50a4995b0933792892,2.088,75.904,75.828
20170611,b3c8b069178a302d4c82a2b8a6e933ad,ca93f3a2cc29c9a99a480eb0b0d2b732,25.696,956.232,958.636
20170611,918ad085e92781fc8a0a626ba0954cf2,20f902ca8c2d2aee96ea9da4a8830463,1.072,35.172,35.376
20170611,fc69f34eb64da220cc406f2eff37b7fc,98cf13eb09ccb91d6a466cadd23440cd,2.784,92.74,92.84
20170611,8c1aea0122f82f9f2cd312a90e970f67,7f280b39e16f76ff3447e31ac9d957a8,1.828,86.812,87.124
20170611,405554280de489942b8381ade6c66383,764ec2c5e21312a6f39ffb49a79ce585,2.92,156.364,156.484
20170611,8bae54c9c7edfa7bb84b21afba062ccc,7fd683ff9a9d7bb73bac7f86b0a81f15,1.52,67.896,67.248
20170611,88189ecd25139bf39248756732b672c6,f666153e71239182cb7255b66b4511ae,5.208,232.856,232.336
20170611,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.08,53.512,53.528
20170611,95c6f8337845d400bfbfd55744282d36,50aef4d7b299ab2d2603c5fc0e2b221c,0.736,31.032,31.068
20170611,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.76,240.284,240.372
20170611,88189ecd25139bf39248756732b672c6,217a1ae51213ead0a105600a6e57f908,6.348,214.816,213.772
20170611,1ac1ad6a1df647efde9facd8fec2b113,8b17b0ecdd1d2616e01d7f2ec0778238,1.084,52.832,52.916
20170611,8bae54c9c7edfa7bb84b21afba062ccc,b27bbc5718b26ff066190c23f35c9ac1,2.74,158.444,158.532
20170611,8c1aea0122f82f9f2cd312a90e970f67,88c7df77ff3c9064fa812384269f4f01,1.68,81.832,81.688
20170611,95c6f8337845d400bfbfd55744282d36,e24d4e84146e672f89ce72ab7dc1dbf7,2.556,106.808,106.652
20170611,0ae011769ad316b0bb0aec3297f89b81,7f1695b8806b0bbf41602b3baad86953,0.604,26.748,26.836
20170611,1ac1ad6a1df647efde9facd8fec2b113,c0974848d4a012da491ede698aec7f5f,8.512,361.412,361.552
20170611,8c1aea0122f82f9f2cd312a90e970f67,4247a6619d25223741baffaecfce78c6,1.0,37.544,37.688
20170611,8c1aea0122f82f9f2cd312a90e970f67,3ccfe71515b82559e794bbdb741c71d2,2.616,112.448,112.148
20170611,88189ecd25139bf39248756732b672c6,e253d54d713b71b5ac02eef62d52a6a1,3.712,169.356,168.448
20170611,fc69f34eb64da220cc406f2eff37b7fc,a4bed1a44cb3c7e4cfeaf2ae9270da7a,0.332,16.792,16.944
20170611,88189ecd25139bf39248756732b672c6,d5a5aab5708ec74c333fdb26df5c4a2d,1.964,82.32,82.356
20170611,88189ecd25139bf39248756732b672c6,8000a31727b2d8109b27e55d66d7d01a,1.44,58.252,58.136
20170611,7fa83705d62bf66da7fe18cb44257d7f,373a92f4c45f48ba0613fc3906939133,8.792,826.928,822.408
20170611,405554280de489942b8381ade6c66383,bcf6011dc79a5253bdd0430729a82071,6.628,473.068,471.872
20170611,b3c8b069178a302d4c82a2b8a6e933ad,a0764fdec1945046753fdad31b40849c,10.04,483.476,483.356
20170611,b3c8b069178a302d4c82a2b8a6e933ad,b03a52adae6fac3e0173cfe921cc834f,63.644,3163.724,3179.9
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,8adbdefc98bc742a77b091488f4c226b,5.516,329.916,330.824
20170611,0ae011769ad316b0bb0aec3297f89b81,d1a1265a24dbe06b8d7e95026a6f684b,1.1,41.844,41.536
20170611,1ac1ad6a1df647efde9facd8fec2b113,db57aafe6479a18604de2152a47a2cad,1.392,62.876,62.844
20170611,8bae54c9c7edfa7bb84b21afba062ccc,57d7fd53b1c340684f4e030bc6f2eb73,0.724,38.696,38.708
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,f2ffabfdcd711ac1050fbfceb12b3f17,1.416,57.672,57.328
20170611,1ac1ad6a1df647efde9facd8fec2b113,148d1f8d7f973fb5c86f276760bf6aab,2.976,149.52,148.696
20170611,fc69f34eb64da220cc406f2eff37b7fc,777d079b7a42595e6564c916c5a27074,1.884,98.868,98.984
20170611,95c6f8337845d400bfbfd55744282d36,7261c9e98bb7b82bd1caff90d35f696f,1.472,71.224,70.988
20170611,7e4f50b8b3af3ec0c9ad8223d14b9a61,04492833bfd5856f3caf26ab761b8f9c,1.944,109.984,110.088
20170611,0ae011769ad316b0bb0aec3297f89b81,e629705e3149783ac0bade7ade4426de,4.536,245.34,245.26
20170611,7fa83705d62bf66da7fe18cb44257d7f,774d40edc78cc750cda154bde289e2f3,3.48,125.656,123.264
20170611,918ad085e92781fc8a0a626ba0954cf2,36a4c7f5bd890819bd6d2e3bc772ae92,0.8,31.296,31.216
20170611,95c6f8337845d400bfbfd55744282d36,99c45c93c535f54c9579b597297dabef,2.184,129.38,129.544
20170611,b3c8b069178a302d4c82a2b8a6e933ad,403e1c8991a1ff55d98436a7513bc2c6,1.772,82.924,80.368
20170611,1ac1ad6a1df647efde9facd8fec2b113,6fa3e73c1aa1a7d7a2c4dc1bf467fa92,0.964,37.432,37.212
20170611,95c6f8337845d400bfbfd55744282d36,bf92a213790d473c1df8f37f51cc9540,0.984,50.708,50.756
20170611,7fa83705d62bf66da7fe18cb44257d7f,323d614118b029e2c9afdc14f1fe36a9,3.976,167.344,166.824
20170611,0ae011769ad316b0bb0aec3297f89b81,ee71507b8e2263a33301749a4a8d0a64,3.484,218.624,219.144
20170611,8c1aea0122f82f9f2cd312a90e970f67,202831ece0ffdb675138c2e2b4a11b1c,3.616,181.204,181.228
20170611,918ad085e92781fc8a0a626ba0954cf2,93b2e1e8dcc81f3f2eb85d29caa4fb6e,0.484,18.38,18.364
20170611,405554280de489942b8381ade6c66383,7fb4bd68d38bf9274d92be052f6ba957,1.256,63.624,63.892
20170611,405554280de489942b8381ade6c66383,e99e2d29f3755404a2bb0558a55800c9,11.012,562.612,563.532
20170611,0ae011769ad316b0bb0aec3297f89b81,73883f5c9c6e26a7ac9f269607d9bc02,4.668,288.436,288.304
20170611,b3c8b069178a302d4c82a2b8a6e933ad,ce561fa0bf20c9c4e660eac03fabf58f,10.976,402.52,399.444
20170611,7fa83705d62bf66da7fe18cb44257d7f,32527bb1074dd269bb338d5f8a93f43e,16.32,710.072,715.424
20170611,7fa83705d62bf66da7fe18cb44257d7f,b261f8a0fd11e5ec28d5689efc5fa488,13.488,865.744,863.972
20170611,fc69f34eb64da220cc406f2eff37b7fc,e8401926caf18478cdf360db380fdd7c,1.296,58.056,57.928
20170611,0ae011769ad316b0bb0aec3297f89b81,b0233a782ed2ba05234081a25670ff5e,0.724,46.8,46.52
20170611,0ae011769ad316b0bb0aec3297f89b81,9bbf6b3432e385ca2425750214d90d87,2.472,125.736,125.032
20170611,918ad085e92781fc8a0a626ba0954cf2,51b9fd3b45cecc9995762aebe79ad86b,1.18,52.704,52.444
20170611,0ae011769ad316b0bb0aec3297f89b81,ebbaeccadf208ca2f2ceb2d98b1ab549,1.444,77.036,76.292
20170611,405554280de489942b8381ade6c66383,8eb61cfd38c1443ec59f485ba919fda9,0.616,40.136,40.0
20170611,0ae011769ad316b0bb0aec3297f89b81,9b6da48f7e851a19c1ad923f54abdb8f,1.204,51.992,51.856
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,5dcb8e1bc65a7b9368ca139541f0b31f,1.396,61.136,61.04
20170611,b3c8b069178a302d4c82a2b8a6e933ad,e37efe83a688ba7c989582f1bdebe286,14.328,653.784,655.52
20170611,fc69f34eb64da220cc406f2eff37b7fc,98341743fc2ff0ce81b13897bb7bd196,0.32,13.204,13.388
20170611,405554280de489942b8381ade6c66383,a800377324c381d866ad1ed0295d773d,3.96,224.592,226.152
20170611,0ae011769ad316b0bb0aec3297f89b81,533910c656bdae01665e983ddf093191,2.488,108.804,108.188
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,6824292067e7aa9da2afb11f80eded64,1.92,72.192,71.844
20170611,918ad085e92781fc8a0a626ba0954cf2,677ee63e14828bf2379ee33294e4c53f,0.776,30.348,30.684
20170611,7e4f50b8b3af3ec0c9ad8223d14b9a61,4e0879890c83de01d43d9ec558419370,0.888,50.912,51.528
20170611,8c1aea0122f82f9f2cd312a90e970f67,633b8484b4eb7df9b4a4f27f18f83a49,0.728,36.688,36.7
20170611,fc69f34eb64da220cc406f2eff37b7fc,0f051b4639ef334ccc4d9de848931be8,0.172,8.2,8.292
20170611,b3c8b069178a302d4c82a2b8a6e933ad,5f5e648d22de4bc322a5d68b4c76091e,3.816,151.14,150.648
20170611,fc69f34eb64da220cc406f2eff37b7fc,76251ac998b45b9a8b24e0d80463866d,0.94,31.676,31.86
20170611,0ae011769ad316b0bb0aec3297f89b81,eca573563bea4cdf078344745748ca1f,0.968,65.12,64.832
20170611,fc69f34eb64da220cc406f2eff37b7fc,804226f901a5ce1dba9f109b023cdee8,0.844,49.968,49.932
20170611,1ac1ad6a1df647efde9facd8fec2b113,a29daab64f058b3320ea5c87c678d3e9,1.648,79.608,79.744
20170611,405554280de489942b8381ade6c66383,ded159048e18bb62ddf3c3a90a30bf14,0.612,29.66,29.488
20170611,405554280de489942b8381ade6c66383,293f89d038a731b4f29051bb8b292f32,1.652,82.564,81.956
20170611,8bae54c9c7edfa7bb84b21afba062ccc,340d59f7f9ac150d9a9b466a24d95b48,0.868,43.292,43.264
20170611,405554280de489942b8381ade6c66383,3f6ee79f8f1f82b12c94e9c6bf4378fa,1.08,45.712,45.56
20170611,7e4f50b8b3af3ec0c9ad8223d14b9a61,cc475efb2b1965338158d419c6e5926a,0.732,27.152,27.188
20170611,8c1aea0122f82f9f2cd312a90e970f67,d5a11638a8f2a007e4bcd0381cc1df91,1.624,67.436,67.156
20170611,8bae54c9c7edfa7bb84b21afba062ccc,e0a85c47561e95b09451268705207d67,2.052,132.176,131.96
20170611,b3c8b069178a302d4c82a2b8a6e933ad,4ab98a5ad252338e434ca30f2a3a5cdc,88.324,3982.972,3987.252
20170611,7e4f50b8b3af3ec0c9ad8223d14b9a61,7671d5cc0d9c8224e2ddbc209481908d,4.428,196.228,196.872
20170611,7e4f50b8b3af3ec0c9ad8223d14b9a61,4fc1a40878e0b5e3aeef39d635a5f6d8,0.744,38.632,38.644
20170611,918ad085e92781fc8a0a626ba0954cf2,282f8c685fd1ceae6a5e71ed502929bb,0.144,6.928,7.116
20170611,95c6f8337845d400bfbfd55744282d36,eef8e817eb8b07402be190d1b4f1622a,0.58,30.784,30.764
20170611,8c1aea0122f82f9f2cd312a90e970f67,a0e92d379e0c50d22928de169825245b,0.692,35.0,34.92
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,b81cf022fc295781809a73bd3d45b2f9,1.672,59.524,59.572
20170611,fc69f34eb64da220cc406f2eff37b7fc,5999aae22f33d69f58a84f81bcaf42d7,0.256,10.816,11.064
20170611,405554280de489942b8381ade6c66383,411b456fded5539cbdab83befcc7be4e,1.388,66.324,65.744
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,5389e134503976b280cc324b66f38aad,4.328,300.628,300.612
20170611,8bae54c9c7edfa7bb84b21afba062ccc,797540903df19d3ad2bfbe0eb3668540,0.604,25.384,25.32
20170611,405554280de489942b8381ade6c66383,13adc2e755b95610996c5be3ec6d0cd0,11.984,609.504,610.7
20170611,8bae54c9c7edfa7bb84b21afba062ccc,59aeab817c7bb1f26cf7e31f34b72e2e,1.32,81.604,81.212
20170611,95c6f8337845d400bfbfd55744282d36,16e591d1ac432c66ba2ed2bd91be9bba,1.212,72.86,72.56
20170611,b3c8b069178a302d4c82a2b8a6e933ad,1474a5bb5de6faa1d8d6f7d722060593,22.436,1633.96,1631.344
20170611,918ad085e92781fc8a0a626ba0954cf2,e00f729720db83a952b5a55c73a73eaa,0.908,44.756,44.856
20170611,8c1aea0122f82f9f2cd312a90e970f67,e601418b84b77286928e15537b61df6a,1.236,66.264,66.04
20170611,7fa83705d62bf66da7fe18cb44257d7f,f908f95df121bc6b565524b8d3f66dfe,17.936,1146.748,1140.652
20170611,8c1aea0122f82f9f2cd312a90e970f67,19b2e9a183bf90bfd9d066d67b993de1,0.996,44.316,44.364
20170611,fc69f34eb64da220cc406f2eff37b7fc,cfb3ce0e5993d6963c256a3347a60968,1.16,58.592,58.1
20170611,7fa83705d62bf66da7fe18cb44257d7f,eb532ce7b7d9578d3b08704d42a2b52e,2.212,112.216,111.512
20170611,b3c8b069178a302d4c82a2b8a6e933ad,8559d346a45588cdf091fb923e4a574d,37.816,1224.328,1227.292
20170611,918ad085e92781fc8a0a626ba0954cf2,899dcded1ba2bc55a756b4cf9877be3c,1.668,77.956,77.94
20170611,405554280de489942b8381ade6c66383,491c79cf88d527118a7e74f9a868fcce,1.072,52.2,51.656
20170611,95c6f8337845d400bfbfd55744282d36,6d6fc7b791c41c73113f3c3fcabe89a0,0.64,36.536,36.94
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,55cfe0f41142be8e3de202f2baa663e8,3.112,129.972,129.612
20170611,0ae011769ad316b0bb0aec3297f89b81,c383696d3b5d62198a8dc62df586ce65,0.684,24.248,24.688
20170611,8bae54c9c7edfa7bb84b21afba062ccc,ce4eb7b87151d3d36233a1d04ac51016,4.212,171.004,170.412
20170611,7fa83705d62bf66da7fe18cb44257d7f,a6b30743d5c0702aedbf02fd71d94b2e,18.068,1190.428,1191.792
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,b8c2099bc5bb010d5363d1909c46070d,0.628,27.404,27.624
20170611,8c1aea0122f82f9f2cd312a90e970f67,cac3ac32bd3aabd2285460035f62bdfd,1.032,44.444,44.34
20170611,0ae011769ad316b0bb0aec3297f89b81,896dcbf8d22deb4f329eb667c56394c6,1.272,55.64,55.18
20170611,7fa83705d62bf66da7fe18cb44257d7f,53e043cedff19f33421575b3afddd599,19.18,1230.68,1228.012
20170611,7fa83705d62bf66da7fe18cb44257d7f,569951d560d13470efc7165df99ac662,12.224,545.236,547.456
20170611,918ad085e92781fc8a0a626ba0954cf2,7ed41ee3a505d244fc8788809d4123b6,0.712,36.528,36.176
20170611,1ac1ad6a1df647efde9facd8fec2b113,8b65817c976cf31fc33bbe34e24bd3da,0.932,32.856,32.808
20170611,405554280de489942b8381ade6c66383,75b8379cb622d733619162ab2b65d957,0.54,29.876,29.7
20170611,95c6f8337845d400bfbfd55744282d36,81cce7cc849b099f9d2986d0d457f1db,1.156,43.292,42.632
20170611,0ae011769ad316b0bb0aec3297f89b81,4b310c3fe3258155287025223ac00513,1.688,72.208,71.94
20170611,88189ecd25139bf39248756732b672c6,18d53f51045010c6500856c6ff6644d6,1.94,84.344,83.268
20170611,b3c8b069178a302d4c82a2b8a6e933ad,2fa32df4095ebe25601d0c38714a4c4a,25.112,1064.656,1067.592
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,32b373c56a06dbee11da154380176f88,1.272,72.24,72.396
20170611,fc69f34eb64da220cc406f2eff37b7fc,9b5f89ccb79b53f59891157eeff9bd7f,0.224,17.312,17.22
20170611,0ae011769ad316b0bb0aec3297f89b81,ce43671e2f14642ae700179f4974900f,1.056,51.08,50.712
20170611,b3c8b069178a302d4c82a2b8a6e933ad,26015bebd69c7280b2bdf87126d99884,1.904,90.076,87.296
20170611,0ae011769ad316b0bb0aec3297f89b81,3d42044e92d72f3fc79bd21707dda48d,5.38,264.744,264.832
20170611,95c6f8337845d400bfbfd55744282d36,43f2e9e23f2157e3b8e4ebd0d0bda570,1.62,79.612,79.544
20170611,8bae54c9c7edfa7bb84b21afba062ccc,4cdf32ea57493ea508c5b5fa9bb0c3a4,1.088,43.056,42.768
20170611,405554280de489942b8381ade6c66383,2d7c97f86cbbfd9eb67da7cc989d8325,8.384,440.008,441.216
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,3928980c57533a0ebd024770080da11b,1.62,67.116,67.572
20170611,8c1aea0122f82f9f2cd312a90e970f67,88f0d06cd5baef85376e0c5aec9e6717,1.02,41.836,41.528
20170611,7fa83705d62bf66da7fe18cb44257d7f,68f32e80348a1a12951df45b13dba619,12.564,615.904,614.364
20170611,0ae011769ad316b0bb0aec3297f89b81,61662c2542a64a7a3abe5ca2ea9beb4c,1.544,80.408,80.264
20170611,95c6f8337845d400bfbfd55744282d36,a1cf5dc4cb1574d20056df914dc3400b,2.072,88.644,87.656
20170611,8c1aea0122f82f9f2cd312a90e970f67,38109399e9d6d5eed3481312326795d5,0.436,20.256,20.424
20170611,0eaa5d2e2f5b1d9dbc70f5351ac96390,596321022e054f1eca5fcbe5059db05f,0.796,37.14,37.072
20170611,0ae011769ad316b0bb0aec3297f89b81,c0b9c94cea953ca4d0a4dbe877242f62,0.712,28.044,28.004
20170611,7fa83705d62bf66da7fe18cb44257d7f,ab0e7e9018474cd1a9839aeaf17e4ded,4.972,263.636,261.56
20170611,95c6f8337845d400bfbfd55744282d36,b93b1d4f10c5d823667aa498a8a42d61,1.1,54.436,54.424
20170611,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.848,131.948,131.124
20170611,1ac1ad6a1df647efde9facd8fec2b113,f708549695399e9d29000ad3f79e0da4,1.384,79.164,78.796
20170611,8bae54c9c7edfa7bb84b21afba062ccc,6c4a3141171644fd6ddc386a53185305,5.3,196.672,196.632
20170611,0ae011769ad316b0bb0aec3297f89b81,c4cc45fe0913bb5d218f46953479b6ae,1.632,96.112,95.48
20170611,405554280de489942b8381ade6c66383,083c16b54cf53bdb3c8f5c9768638b5a,1.092,51.88,52.164
20170611,8c1aea0122f82f9f2cd312a90e970f67,acd533c1e3f2093816ec6234343f6a1a,0.836,33.936,34.104
20170611,1ac1ad6a1df647efde9facd8fec2b113,cff6c1ae99d6cdbf27bb2a8bb1b276fc,0.884,40.964,40.808
20170611,7fa83705d62bf66da7fe18cb44257d7f,1ef529f277ea2c3b8cfe810a349c2218,20.18,981.42,988.724
20170611,405554280de489942b8381ade6c66383,046865d29b26ffb532911b11b7c38bbe,1.512,69.748,69.432
20170611,405554280de489942b8381ade6c66383,91073b16eb66dc979feecf2d557c2e72,1.336,59.892,59.984
20170611,8c1aea0122f82f9f2cd312a90e970f67,7d0f648c41bee96ab1a7f2df7d84904c,3.832,172.164,172.976
20170611,7fa83705d62bf66da7fe18cb44257d7f,3fbe58d62ffc2971b0ed4441d23a3c42,2.464,101.792,100.996
20170611,fc69f34eb64da220cc406f2eff37b7fc,c2c8b18b6a710dd0fb46d56732b8a3e8,0.792,38.788,38.78
20170611,405554280de489942b8381ade6c66383,689b66e4036ebd1034d8cafb0e17350b,1.988,71.892,72.088
20170611,1ac1ad6a1df647efde9facd8fec2b113,c12f0abd65514135abf42d43b2085054,1.24,59.976,60.164
20170611,88189ecd25139bf39248756732b672c6,59d21b5ecb7009dbc6e9a582f5d3940d,1.144,56.32,55.896
20170611,0ae011769ad316b0bb0aec3297f89b81,a9fb5298d74aaa09739b7100d4015e05,0.908,39.248,39.188
20170611,95c6f8337845d400bfbfd55744282d36,e366ca039b4fd10219620679f2558947,1.836,89.12,89.488
20170611,8c1aea0122f82f9f2cd312a90e970f67,04076fd994169d704fc220617d392d1b,1.38,76.216,76.18
20170611,b3c8b069178a302d4c82a2b8a6e933ad,f8e4b208421a4b25cf1acda4694deeb1,1.288,68.64,67.416
20170611,7e4f50b8b3af3ec0c9ad8223d14b9a61,f362eee4ffd563b894684a825de1beb1,1.412,67.832,67.868
20170611,88189ecd25139bf39248756732b672c6,d70eec9db01d2ccb02616cccdb039367,5.6,240.492,241.016
20170611,7fa83705d62bf66da7fe18cb44257d7f,ad60c0997faacc2ca4078e3453b08e81,8.884,628.776,625.544
20170611,95c6f8337845d400bfbfd55744282d36,e3c9abc634077dedbbd7bbda523c6fbe,3.496,157.648,158.188
20170611,0ae011769ad316b0bb0aec3297f89b81,241acd9d5e7baa7704a06c2b35e574ee,2.044,114.388,113.608
